title,date,desc
رشد 205 درصدی درآمد ارائه خدمات تامین سرمایه نوین,۱۴۰۴/۰۳/۰۵,رشد 205 درصدی درآمد ارائه خدمات تامین سرمایه نوین درآمد ارائه خدمات شرکت تامین سرمایه نوین در سال گذشته با بیش از 205 درصد رشد به رقمی بالاتر از 18 هزار میلیارد ریال رسید. به گزارش روابط عمومی بانک اقتصادنوین، عملکرد دوره 12 ماه منتهی به پایان اسفند ماه سال گذشته نشان می‌دهد که درآمد کل این شرکت بالغ بر 34 هزار میلیارد ریال و تقریبا برابر میانگین صنعت بوده است. تامین سرمایه نوین در سال گذشته، رشد 119 درصدی کل درآمدها را تجربه کرد. همچنین درآمد حاصل از سود سرمایه‌گذاری‌های شرکت تامین سرمایه نوین که غالبا سود حاصل از سرمایه‌گذاری در صندوق‌ها و اوراق است، در سال گذشته حدود 65 درصد نسبت به مدت مشابه سال قبل رشد داشته و بالاتر از میانگین صنعت بوده است.
امکان وکالتی کردن سپرده مشتریان متقاضی خرید خودروی سایپا در بانک اقتصادنوین,۱۴۰۴/۰۳/۰۶,امکان وکالتی کردن سپرده مشتریان متقاضی خرید خودروی سایپا در بانک اقتصادنوین امکان ثبت‌نام در طرح جدید فروش محصولات گروه خودروسازی سایپا با استفاده از حساب وکالتی برای دارندگان حساب در بانک اقتصادنوین فراهم شد. به گزارش روابط عمومی بانک اقتصادنوین، متقاضیان واجد شرایط می‌توانند از روز سه شنبه مورخ ۰۶/ ۰۳/ ۱۴۰۴ تا پایان ساعت ۲۴ روز شنبه مورخ ۱۰/ ۰۳/ ۱۴۰۴ یکی از سپرده‌های انفرادی خود (سرمایه‌گذاری کوتاه‌مدت/ قرض‌الحسنه پس‌انداز) را به صورت حضوری یا غیرحضوری «وکالتی» کرده و مبلغ ۵۰۰ میلیون تومان را در آن مسدود کنند. وکالتی کردن سپرده مشتریان به صورت حضوری با مراجعه به شعب بانک اقتصادنوین و به صورت غیرحضوری از طریق اینترنت بانک جدید ممکن است. وجه مسدود شده که در زمان افتتاح حساب وکالتی جهت ثبت‌نام اولیه واریز می‌شود، تا پایان زمان قرعه‌کشی باید در حساب باقی مانده و امکان کاهش یا برداشت موجودی حساب وکالتی تا پایان این طرح میسر نیست.
رشد 39 درصدی سود بانک اقتصادنوین در اردیبهشت 1404,۱۴۰۴/۰۳/۰۷,آمارها از ثبات و سودآوری ونوین می‌گویند رشد 39 درصدی سود بانک اقتصادنوین در اردیبهشت 1404 بانک اقتصادنوین در اردیبهشت‌ماه سال جاری با کسب 26 هزار میلیارد ریال سود خالص از محل عملیات واسطه‌گری پولی، عملکردی موفق و رو‌به‌رشد را به ثبت رساند. این سود نسبت به مدت مشابه سال گذشته رشدی 39 درصدی را نشان می‌دهد. به گزارش روابط عمومی بانک اقتصادنوین، بر اساس اطلاعات منتشرشده در کدال، بانک اقتصادنوین در اردیبهشت‌ماه 1404 موفق به کسب درآمدی معادل 89 هزار و 701 میلیارد ریال از محل عملیات واسطه‌گری پولی شد. پس از کسر هزینه‌های مرتبط به مبلغ 63 هزار و 697 میلیارد ریال، سود خالص بانک از این محل به 26 هزار و 4 میلیارد ریال رسید. این رقم نسبت به دوره مشابه سال گذشته حاکی از رشدی 39 درصدی است و جایگاه بانک اقتصادنوین را به‌عنوان یکی از سودآورترین بانک‌های کشور بیش‌ازپیش تثبیت می‌کند. همچنین بر اساس نمودار عملکرد پنج‌ساله بانک، رشد 65 درصدی عملیات واسطه‌گری در سال 1403 نسبت به سال پیش از آن، گویای رویکرد حرفه‌ای بانکداری بدون ورود به بنگاه‌داری، عدم نگهداری دارایی‌های منجمد و پایبندی به اصول بانکداری نوین است.
نقد نظام بانکی با نیم‌نگاهی به آینده,۱۴۰۴/۰۳/۰۷,نقد نظام بانکی با نیم‌نگاهی به آینده رئیس هیئت‌داوران جشنواره «با رسانه؛ از بانکداری خصوصی تا بانکداری نوین» طی یادداشتی به اهمیت برگزاری جشنواره‌های تخصصی به ویژه در حوزه بانکداری پرداخته است به گزارش روابط عمومی بانک اقتصادنوین، متن یادداشت دکتر مجید رضاییان با عنوان «نقد نظام بانکی با نیم‌نگاهی به آینده» به این شرح است: اهمیت برگزاری جشنواره تخصصی در حوزه بانکداری در سه نکته اساسی قابل بررسی است. نکته اول این که اساسا موفقیت نظام بانکی، به ثروت بزرگ و ارزشمند «اعتماد» یا «مشتریان» وابسته است. جشنواره‌های تخصصی حوزه بانکی نیز نظام بانکی را در ترازوی نقد قرار داده و اجازه می‌دهند که رسانه‌ها با به‌کارگیری ظرفیت کارشناسان، صادقانه عملکرد آنها را بررسی و درباره آن اظهارنظر کنند. اهالی رسانه، آثار تولیدی خود طی یک دوره مشخص را به هیئت‌داوران حرفه‌ای و اساتید روزنامه‌نگاری این جشنواره‌ها ارائه می‌دهند تا هم خود و هم نظام بانکی را ارزیابی کنند. این اتفاق سبب می‌شود که نظام بانکی با استفاده از نقد روزنامه‌نگاران، در یک سال آینده محصولات بهتری را عرضه کند، پس نظام بانکی می‌تواند با این اقدام، ثروت بزرگ «اعتماد» را افزون کند. نکته دوم این که فعالیت رسانه‌ای و حضور در جشنواره‌های تخصصی، نوعی شفاف‌سازی است. اگر نظام بانکی باید پیشنهادی در جهت بهبود عملکرد دریافت کند و یا به رفع نواقص بپردازد، می‌تواند از ظرفیت این جشنواره استفاده کند. روزنامه‌نگار – کارشناس در قالب‌های مختلف روزنامه‌نگاری شامل نوشتار، تصویر، صوت و یا ویدئو، می‌تواند به خوبی پیشنهادهایی را در جهت تقویت نظام بانکی ارائه کند. نکته سوم هم این که به جز نقد و شفاف‌سازی و دستیابی به نقاط قوت و ضعف، روزنامه‌نگاران می‌توانند نگاه به آینده را برای بانکداران ترسیم کنند. گشودن راه‌هایی به سوی تحولات بانکداری نوین با استفاده از بانکداری هوشمند و یا به‌کارگیری هوش مصنوعی در نظام بانکداری، حداقل اثر این اقدام خواهد بود. به عبارت دیگر، این جشنواره یک بخش از نگاه به بانکداری نوین و تحولات آینده را روایت خواهد کرد. مجموع این موارد است که ضرورت برگزاری این جشنواره را به ما یادآوری می‌کند و از این رو، امیدواریم تعداد جشنواره‌های تخصصی در موضوعات تخصصی نیز افزایش پیدا کند.
نحوه فعالیت شعب بانک اقتصادنوین در روز پنج شنبه 8 خرداد ماه 1404,۱۴۰۴/۰۳/۰۷,نحوه فعالیت شعب بانک اقتصادنوین در روز پنج شنبه 8 خرداد ماه 1404 براساس کانون بانک ها و موسسات اعتباری خصوصی و در راستای همراهی با سیاست‌های مدیریت مصرف انرژی، شعب کشیک بانک اقتصادنوین در روز پنج‌شنبه 8 خرداد ماه 1404 به شرح زیر از ساعت 8 تا 12 خدمات ضروری را به مشتریان گرامی ارائه خواهند کرد. ▪️ منطقه شرق تهران: دکتر بهشتی، اقدسیه، بلوار اندرزگو، خیابان دولت، شریعتی، قلهک، پاسداران، بلوار پروین، پیروزی، چهار راه آیت، نیاوران، دروس، خبرنگار، فلکه دوم نیروهوایی، هنگام شمالی ▪️ منطقه مرکز تهران: آفریقای شمالی، میدان مادر، میدان هفت تیر، قائم مقام فراهانی، میدان ونک، ۱۵خرداد غربی، سعدی شمالی (بهارستان)، طالقانی، سعدی جنوبی، دکترفاطمی، توانیر، نازی آباد، پارک ساعی، پل رومی، ولیعصر، فارابی ▪️ منطقه غرب تهران: ملاصدرا، شهرک راه آهن، آیت اله کاشانی، شهران، ولنجک، دکتر قریب، اسلامشهر، بلوار فردوس، ایران زمین، شهرک اکباتان، میدان پونک، کوی نصر، جمهوری، بازار استیل، گلشهر کرج، شهدای کرج ▪️ شعبه مستقل بلوار اسفندیار ▪️ منطقه شمال ایران: خیابان امام سمنان، میدان آزادی قزوین، میدان پانزده خرداد تاکستان، گلسار رشت، لاهیجان، خیابان فرهنگ ساری، بابلسر مازندران، خیابان امام آمل، خیابان جمهوری تنکابن، گنبدکاووس، خیابان ناهارخوران گرگان ▪️ منطقه شمال‌غرب ایران: ارتش تبریز، ۲۲بهمن تبریز، استاد شهریار تبریز، مراغه، خوی، سرداران ارومیه، مهاباد، اردبیل، زنجان، ارشاد کرمانشاه، سنندج، بانه ▪️ منطقه مرکز ایران: توحید اصفهان، بزرگمهر اصفهان، چهار باغ بالا اصفهان، بلوار وحید اصفهان، مطهری شهرضا، نجف آباد، شاهین شهر، شهرکرد، صفائیه یزد، جهاد قم، امام اراک، ، همدان، خرم آباد ▪️ منطقه جنوب ایران: عفیف آباد شیراز، مدرس شیراز، عدالت شیراز، پاسداران شیراز، قدوسی غربی شیراز، جهرم، لار، کازرون، فسا، کیانپارس اهواز، گلستان اهواز، آبادان، دزفول، بوشهر، برازجان ▪️ منطقه شرق ایران: احمدآباد مشهد، مدرس مشهد، قوچان، معلم مشهد، سبزوار، بیرجند ، میدان آزادی کرمان، بلوارآزادگان کرمان، سیرجان، جیرفت، کیش، گلشهربندرعباس از مشتریان گرامی تقاضا می‌شود با توجه به شرایط موجود حتی‌المقدور از خدمات غیر حضوری و برخط بانک نظیر همراه نوین و اینترنت بانک استفاده نمایند. همچنین مرکز ۲۴ ساعته ارتباط با مشتریان بانک اقتصادنوین به شماره 02148031000 آماده پاسخگویی و ارائه خدمات به مشتریان گرامی می‌باشد.
بازگشایی شعبه قائم‌شهر بانک اقتصادنوین,۱۴۰۴/۰۳/۱۰,بازگشایی شعبه قائم‌شهر بانک اقتصادنوین شعبه قائم‌شهر بانک اقتصادنوین که پیش‌ازاین به‌منظور انجام عملیات بازسازی به محل موقت منتقل شده بود، با اتمام عملیات بازسازی و تجهیز آماده ارائه خدمات به هموطنان گرامی است. به گزارش روابط عمومی بانک اقتصادنوین، شعبه قائم‌شهر با کد ۳۳۵۱ در محل قائم‌شهر، خیابان ساری، ابتدای خیابان رازی پذیرای مشتریان ارجمند خواهد بود. تغییرات شعبه در راستای بهبود تجربه مشتریان، ارتقای کیفیت خدمات و ایجاد فضایی مدرن‌تر و کاربرپسند انجام شده است.
رشد 96 درصدی حق‌بیمه «بیمه نوین» در اردیبهشت ماه,۱۴۰۴/۰۳/۱۰,رشد 96 درصدی حق‌بیمه «بیمه نوین» در اردیبهشت ماه شرکت بیمه نوین در اردیبهشت ماه سال 1404 موفق به ثبت رشد 96 درصدی در حق‌بیمه تولیدی نسبت به دوره مشابه سال قبل شد. به گزارش روابط عمومی بانک اقتصادنوین، در این بازه زمانی، حق‌بیمه صادره در رشته‌های نفت و انرژی، کشتی، درمان‌گروهی، عمر و حوادث، مسئولیت و آتش‌سوزی این شرکت افزایش قابل توجهی را تجربه کرده است. همچنین نسبت خسارت شرکت در دو ماهه منتهی به ۳۱ اردیبهشت ماه سال ۱۴۰۴ معادل ۴۶ درصد گزارش شده که نسبت به دوره مشابه سال قبل با ۷۱ درصد، کاهش ۲۵ واحدی را نشان می‌دهد. این بهبود عمدتاً به دلیل رشد حق‌بیمه تولیدی و بهبود مدیریت ریسک در شرکت به دست آمده است. شرکت بیمه نوین با اصلاح پرتفوی بیمه‌ای، دقت در انتخاب ریسک‌ها و اعمال کنترل‌های لازم، تلاش می‌کند همزمان با افزایش سودآوری برای شرکت و سهامداران، پاسخگویی به تعهدات خود را نسبت به زیان‌دیدگان حفظ کند.
تکریم مشتریان، لازمه صیانت از برند بانک است,۱۴۰۴/۰۳/۱۱,رئیس هیئت مدیره بانک اقتصادنوین : تکریم مشتریان، لازمه صیانت از برند بانک است رئیس هیئت مدیره و جمعی از مدیران ارشد بانک اقتصادنوین در سفر به استان اصفهان، ضمن بازدید از شعب شهرهای اصفهان و کاشان، با حضور در جمع کارکنان به تبیین سیاست‌های بانک پرداختند. به گزارش روابط عمومی بانک اقتصادنوین، رئیس هیئت مدیره بانک در جمع همکاران با تاکید بر این که سیاست جدید بانک در سال جاری، توجه ویژه به مشتریان حقیقی و جذب منابع خرد است، گفت: این سیاست منافی جذب و پرستاری مشتریان کلان و حقوقی نیست و باید هر دو مسیر در کنار هم پیگیری شود. محسن زرندی مقدم با اشاره به این که تکریم مشتریان، لازمه صیانت از برند بانک است، اظهار کرد: تجربه ربع قرن حضور بانک اقتصادنوین در فضای نظام بانکداری کشور نشان می‌دهد که مسیر رشد و تعالی بانک، از برآورده کردن نیازهای قانونی مشتریان می‌گذرد و در این زمینه نباید از هیچ کوششی دریغ کرد. معاون بانکداری خرد بانک اقتصادنوین نیز در این جمع با اشاره به این که در سال جاری، اختیارات شعب بانک تا سطح مدیران افزایش یافته است، گفت: این افزایش اختیارات در کنار افزایش مسئولیت شعب، به منظور بهبود تجربه مشتریان پیاده‌سازی شده است. حسن مونسان بانک اقتصادنوین را یکی از خوشنام‌ترین بانک‌های کشور خواند و با بیان این که تغییر سیاست‌ها با هدف حفظ بهداشت اعتباری و ایجاد نظمی جدید در بانک عملیاتی شده است، خاطرنشان کرد: سرعت عمل و ارائه خدمات با کیفیت، مزیت رقابتی بانک ما است و این فرایند با شدت و دقت بیشتر، ادامه خواهد یافت. سعدالله عیسی‌زاده معاون سرمایه انسانی و پشتیبانی بانک اقتصادنوین نیز بر لزوم حمایت همه جانبه از منابع انسانی بانک تاکید کرد و گفت: نظام منابع انسانی بانک به‌گونه‌ای بازطراحی شده است که خدمات هیچ فردی، نادیده گرفته نشود و جبران خدمات، متناسب با کارایی افراد انجام شود. در جریان این سفر، همچنین مدیران ارشد بانک اقتصادنوین ضمن حضور در منتخبی از شعب، با تعدادی از مشتریان دیدار و گفت و گو کردند. همچنین همکاران شعب و منطقه با طرح چالش‌های پیش رو، رهنمودهای لازم به منظور پیشبرد امور را دریافت کردند.
پرداخت 388 میلیارد ریال تسهیلات قرض‌الحسنه فرزندآوری توسط بانک اقتصادنوین,۱۴۰۴/۰۳/۱۲,در دو ماه نخست امسال انجام شد؛ پرداخت 388 میلیارد ریال تسهیلات قرض‌الحسنه فرزندآوری توسط بانک اقتصادنوین بانک اقتصادنوین در دوماه نخست سال جاری بیش از 388 میلیارد ریال تسهیلات قرض‌الحسنه فرزندآوری پرداخت کرد. به گزارش روابط عمومی بانک اقتصادنوین، آمار دریافت‌کنندگان تسهیلات قرض‌الحسنه فرزندآوری در دوماه نخست امسال که از سوی بانک مرکزی منتشر شده است نشان می‌دهد در این مدت ۴۴۵ فقره پرونده درخواست از این نوع تسهیلات در بانک اقتصادنوین تکمیل و به پرداخت منتهی شده است. بر اساس قانون، مبلغ تسهیلات قرض‌الحسنه فرزندآوری در سال ۱۴۰۴ برای فرزند اول مبلغ ۴۴۰ میلیون ریال، برای فرزند دوم مبلغ ۸۸۰ میلیون ریال، برای فرزند سوم مبلغ یک میلیارد و ۳۲۰ میلیون ریال، برای فرزند چهارم مبلغ یک میلیارد و ۶۵۰میلیون ریال و برای فرزند پنجم به بعد مبلغ دو میلیارد و ۲۰۰میلیون ریال است.
رشد 122 درصدی تسهیلات «مسکن و ساختمان» پرداختی بانک اقتصادنوین,۱۴۰۴/۰۳/۱۳,رشد 122 درصدی تسهیلات «مسکن و ساختمان» پرداختی بانک اقتصادنوین میزان تسهیلات ریالی پرداختی بانک اقتصادنوین در حوزه مسکن و ساختمان با رشد 122 درصدی مواجه شده است. به گزارش روابط عمومی بانک اقتصادنوین، عملکرد دو ماه نخست سال جاری این بانک نشان می‌دهد میزان تسهیلات پرداختی آن در حوزه مسکن و ساختمان از مرز ۳۸۳۳ میلیارد ریال عبور کرده است، در حالی که این رقم در مدت مشابه سال گذشته حدود ۱۷۲۷ میلیارد ریال بوده است. این بیشترین میزان رشد در تسهیلات بخش‌های مختلف اقتصادی بانک اقتصادنوین طی سال جاری بوده است.
جهش 40 درصدی تسهیلات ریالی پرداختی بانک اقتصاد نوین,۱۴۰۴/۰۳/۱۷,جهش 40 درصدی تسهیلات ریالی پرداختی بانک اقتصاد نوین تسهیلات ریالی پرداختی بانک اقتصاد نوین به بخش‌های چهارگانه اقتصادی از ابتدای سال جاری تا پایان اردیبهشت ماه نسبت مدت مشابه سال گذشته 40 درصد بیشتر شده است. به گزارش روابط عمومی بانک اقتصادنوین، این بانک در دو ماه نخست سال جاری بیش از 337 هزار میلیارد ریال تسهیلات به حوزه‌های «تولید، صنعت و معدن»، «مسکن و ساختمان»، «بازرگانی» و «خدمات» پرداخت کرده است، در حالی که این رقم در مدت مشابه سال گذشته حدود 240 هزار میلیارد ریال بوده است. بیشترین رشد تسهیلات پرداختی در بخش مسکن و ساختمان با رقم 122 درصد محقق شده است. همچنین بیشترین میزان تسهیلات به حوزه تولید، صنعت و معدن با رقم بیش از 238 هزار میلیارد ریال پرداخت شده است.
مدیرعامل بانک اقتصادنوین: جامعه مدرن، نیازمند بانکداری مدرن است,۱۴۰۴/۰۳/۱۷,مدیرعامل بانک اقتصادنوین: جامعه مدرن، نیازمند بانکداری مدرن است مدیرعامل بانک اقتصادنوین با تاکید بر این که جامعه مدرن، نیازمند بانکداری مدرن است و با روش‌های سنتی بانکداری، نمی‌توان در فضای رقابتی موجود پیروز شد، گفت: بانک اقتصادنوین نیز همسو با تغییرات جامعه، استراتژی خود را تغییر داده و محصولات و خدمات مورد نیاز مشتریان را ارائه خواهد کرد. به گزارش روابط عمومی بانک اقتصادنوین، محمدرضا حسین زاده در نشستی با مدیران ستادی و منطقه‌ای با بیان این که رویکرد جدید بانک، توسعه بانکداری خرد در کنار حفظ بانکداری شرکتی است، اظهار کرد: باید نیازهای مشتریان از طریق شعب شناسایی شده و به ستاد منتقل شود تا دستورالعمل‌ها، فرایندها و خدمات، متناسب با آن بازنگری شود. وی با اشاره به این که در دوره مدیریتی کنونی بانک، نگاه به شعب، ویژه و خاص خواهد بود، ادامه داد: پیشتازی صف در خدمات دهی به مشتریان، انکارناپذیر است و ستاد در همه زمینه‌ها، پشتیبان و یاور کارکنان شعب خواهد بود. مدیرعامل بانک اقتصادنوین همچنین با بیان این که اختیارات شعب تا حد قابل قبولی افزایش یافته و این روند ادامه خواهد داشت، گفت: در ازای این افزایش اختیارات، پرستاری از مشتریان خرد و کلان نیز باید شدت یافته و از توانمندی شعب به بهترین شکل به نفع بانک استفاده شود. حسین زاده تاکید کرد: همه باید ضمن دریافت آموزش‌های متناسب با فعالیت خود، به استراتژی بانک پایبند بوده و فعالیت‌های خود را با آن منطبق کنند، چرا که تناسب هزینه و فایده بانک در گروی عملیاتی کردن این استراتژی است و خارج شدن از این مسیر، قابل پذیرش نیست. قائم مقام مدیرعامل بانک اقتصادنوین نیز در این جلسه با اشاره به بهره‌مندی این بانک از نیروی انسانی زبده و خبره، این قابلیت را بسیار استثنایی خواند و گفت: با این توانمندی، می‌توان بانک را به سرعت در بازار رقابتی پیش برد. علی موسوی زاده با تاکید بر لزوم ارائه راهکارهای خلاقانه و نوآورانه برای عبور از چالش‌ها، خاطرنشان کرد: بانک در حوزه فناوری اطلاعات و محصولات مبتنی بر آن به تحول نیاز دارد که خوشبختانه با حضور تیم جدید، به زودی شاهد انقلاب در این زمینه خواهیم بود. وی همچنین وجود زیرساخت قوی در حوزه بانکداری شرکتی را از امتیازات اساسی این بانک خواند و گفت: سرعت و دقت رسیدگی به پرونده‌ها در بانک اقتصادنوین بسیار قابل توجه است و از این رو می‌توان با ایجاد تغییراتی در فرایندها، نه تنها نسبت‌های عملیاتی را بیش‌ازپیش ارتقا داد، بلکه می‌توان فاصله با رقبا را به سرعت کم کرد. معاون بانکداری خرد بانک اقتصادنوین هم در این نشست با بیان این که برنامه‌های توسعه بانک به سرعت در حال تحقق است، گفت: تعداد شعب سودده بانک هر روز در حال افزایش است و رشد منابع مفید و با کیفیت به میزان قابل توجهی افزایش یافته است. حسن مونسان با اشاره به این که در دوره مدیریتی جدید، شعب احساس موجودیت کرده و به نقش واقعی خود در بانکداری بازگشته‌اند، اظهار کرد: واحدهای ستادی به درستی در حال حمایت از شعب هستند و به نظر می‌رسد با ادامه روند موجود، در نیمه نخست سال بخش زیادی از اهداف برنامه‌ریزی‌شده محقق شود. معاون فناوری اطلاعات بانک اقتصادنوین با تاکید بر لزوم اشراف کامل کارکنان شعب به محصولات و خدمات حوزه فناوری اطلاعات، از آنها خواست پیشنهادهای اصلاحی خود را به مسئولان بانک منتقل کنند. مجید جعفریان خاطرنشان کرد: بانک در حوزه محصولات و خدمات بانکداری غیرحضوری، به سرعت در حال تقویت شدن است و در این مسیر از پیشنهادهای همه مشتریان و کارکنان استقبال خواهد کرد. امیر یوسفیان معاون بانکداری شرکتی و اعتبارات بانک اقتصادنوین نیز تاکید کرد که همه پیشنهادها برای اصلاح فرایندها و محصولات و خدمات بانک، باید به پارامترهای نقدینگی و سودآوری به طور همزمان اهمیت بدهند. غلامحسین احمدی، معاون برنامه ریزی و توسعه سازمانی بانک اقتصادنوین هم با بیان این که فعالیت حوزه بانکداری خرد و بانکداری شرکتی نباید تداخل داشته باشد، گفت: شعب باید به دنبال جذب مشتریان خرد و متوسط باشند و مشتریان کلان را به حوزه بانکداری شرکتی بسپارند. در ادامه این جلسه، جمعی از مدیران و روسای ادارات نیز به طرح دیدگاه‌های خود درباره حوزه‌های عملکردی پرداخته و رهنمودهای لازم به منظور بهینه شدن فعالیت‌ها را دریافت کردند.
خدمات جدید و به‌روز، پاسخ روشن ما به نیازهای مشتریان است,۱۴۰۴/۰۳/۱۹,مدیرعامل بانک اقتصادنوین: خدمات جدید و به‌روز، پاسخ روشن ما به نیازهای مشتریان است مدیرعامل بانک اقتصادنوین در گردهمایی همکاران ستادی با تاکید بر جایگاه خوش‌نام این بانک در نظام بانکی کشور، گفت: هدف ما دستیابی به رتبه‌های برتر در تمامی شاخص‌هاست و برای تحقق این هدف، باید با سرعت و دقت، به‌ویژه در حوزه فناوری و خدمات نوین بانکی، حرکت کنیم. به گزارش روابط عمومی بانک اقتصاد نوین، محمدرضا حسین‌زاده با اشاره به تحولات سریع در حوزه تکنولوژی، بر ضرورت طراحی محصولات و خدمات نوآورانه و متناسب با نیاز روز مشتریان تاکید کرد و افزود: شعب بانک باید از حالت سنتی فاصله گرفته و به مراکز مشاوره مالی تبدیل شوند. او رشد شاخص‌های عملیاتی و افزایش ارزش سهام بانک را نتیجه مصرف هدفمند منابع دانست و تصریح کرد: موفقیت‌های نسبی کافی نیست؛ ما باید به‌صورت پیوسته به سمت اهداف بزرگ‌تر حرکت کنیم. او همچنین توجه به سرمایه انسانی را عاملی کلیدی در پیشرفت بانک دانست و گفت: آموزش‌های به‌روز، جانشین‌پروری، تفویض اختیار و فرهنگ سخت‌کوشی و نظم، از عواملی است که چابکی و پایداری سازمان را تضمین می‌کند. محسن زرندی‌مقدم، رئیس هیئت‌مدیره بانک اقتصادنوین نیز در این گردهمایی گفت: مسیر پیشرفت در نظام بانکی از خلاقیت و نوآوری می‌گذرد. وی با اشاره به فضای رقابتی حاکم بر صنعت بانکداری، افزود: باید از تجربیات موفق الگو بگیریم و با اشاعه دانش، همدلی و یادگیری مداوم، سازمان را به سمت عملکردی درخشان‌تر هدایت کنیم. زرندی‌مقدم همچنین رفع گلوگاه‌های اجرایی و تقویت نقش پشتیبانی ستاد از واحدهای صف را از اقدامات مهم بانک برشمرد. در ادامه این نشست، محمدباقر محمدزاده‌مقدم، عضو هیئت‌مدیره و معاون مالی بانک اقتصادنوین نیز با اشاره به رشد چشمگیر منابع بانک در ماه‌های اخیر، تاکید کرد: جذب منابع تنها زمانی موثر است که در کنار آن، پرداخت هدفمند تسهیلات و وصول موثر مطالبات نیز انجام شود. او افزود: توازن میان این سه شاخص، شرط حفظ سلامت مالی بانک و پیش‌نیاز موفقیت در بازار رقابتی امروز است. گفتنی است، گردهمایی سالانه کارکنان ستادی بانک اقتصادنوین با شعار «عهدمان روشن است، همدلی تا موفقیت» در مرکز همایش‌های خلیج فارس ایران‌مال با حضور بیش از ۸۰۰ نفر از پرسنل برگزار شد. در این رویداد، علاوه بر مرور عملکرد بانک از ابتدای سال تا پایان اردیبهشت، برنامه‌های راهبردی تا پایان سال نیز تشریح شد.
مهر تایید سازمان حسابرسی بر گزارش توجیهی افزایش سرمایه بانک اقتصادنوین,۱۴۰۴/۰۳/۱۹,مهر تایید سازمان حسابرسی بر گزارش توجیهی افزایش سرمایه بانک اقتصادنوین حسابرس و بازرس قانونی، نظر خود را نسبت به گزارش توجیهی هیئت مدیره در خصوص افزایش سرمایه بانک اقتصادنوین اعلام کرد. به گزارش روابط عمومی بانک اقتصادنوین، با عنایت به ماده 3 دستورالعمل مراحل زمانی افزایش سرمایه شرکت‌های ثبت شده نزد سازمان بورس و اوراق بهادار، سازمان حسابرسی نسبت به گزارش توجیهی افزایش سرمایه این بانک مبنی بر لزوم افزایش سرمایه از مبلغ 10.3 هزار میلیارد تومان به مبلغ 24.9 هزار میلیارد تومان از محل مازاد تجدید ارزیابی دارایی‌ها-عرصه (زمین) به منظور بهبود نسبت‌های نظارتی اعلام نظر کرد. سازمان حسابرسی در این اظهار نظر تاکید کرده است که بر اساس رسیدگی‌های انجام شده، گزارش هیئت مدیره در توجیه افزایش سرمایه پیشنهادی به‌گونه‌ای مناسب تهیه شده است. گفتنی است با افزایش سرمایه بانک اقتصادنوین به حدود 25 هزار میلیارد تومان، ضمن رعایت حداقل سرمایه 20 هزار میلیارد تومانی بانک‌ها و موسسات اعتباری مصوب هیات وزیران، علاوه بر مزیت معافیت مالیاتی و افزایش نسبت کفایت سرمایه به بیش از 10 درصد، ظرفیت تسهیلات‌دهی و سرمایه‌گذاری بانک به میزان قابل توجهی افزایش خواهد یافت.
خواسته‌های قانونی مشتریان نباید بی‌پاسخ بماند,۱۴۰۴/۰۳/۲۰,رئیس هیئت مدیره بانک اقتصادنوین: خواسته‌های قانونی مشتریان نباید بی‌پاسخ بماند رئیس هیئت مدیره بانک اقتصادنوین تاکید کرد که هیچ یک از خواسته‌های قانونی مشتریان نباید در شعب بانک بدون پاسخ بماند. به گزارش روابط عمومی بانک اقتصانوین، محسن زرندی مقدم در جلسه معرفی رئیس منطقه غرب تهران با بیان این که بانکداری خرد در کنار بانکداری شرکتی می‌تواند یک بسته جامع را به نفع مشتریان پیاده‌سازی کند، اظهار کرد: مشتریان خرد باید از همه خدمات بانک به‌طور کامل بهره‌مند شده و با رضایت کامل از شعبه خارج شوند. وی همچنین از همکاران شعب و ستاد خواست همه توان خود را برای پیشبرد امور بانک به کار بگیرند تا علاوه بر کسب سهم بازار مناسب، رتبه‌های برتر بانک در شاخص‌های مهم نیز حفظ شده و یا ارتقا یابد. زرندی مقدم با تاکید بر این که «چابکی» برای بانک اقتصادنوین فقط یک شعار نیست، بلکه نقشه راه عملیاتی است، گفت: بانک توسعه یافته با کارکنان توسعه یافته شکل می‌گیرد و امروز همه ابزارها برای تبدیل بانک اقتصادنوین به یک سازمان پیشرو در همه عرصه‌ها فراهم است. معاون بانکداری خرد بانک اقتصادنوین نیز در این جلسه با بیان این که تعداد شعب سودده بانک به سرعت در حال افزایش است، گفت: باید ظرفیت‌های مغفول در حوزه‌های مختلف شناسایی و از آنها برای بهبود هر چه بیشتر عملکرد بانک استفاده شود. حسن مونسان اظهار کرد: وصول مطالبات غیرجاری در کنار جذب منابع جدید، می‌تواند توان بانک را برای تسهیلات دهی و در نتیجه ایجاد سود بیشتر افزایش دهد. سعداله عیسی زاده معاون سرمایه انسانی و پشتیبانی بانک اقتصادنوین نیز در این مراسم از توجه هیئت مدیره بانک به مسائل مرتبط با کارکنان و منابع انسانی قدردانی کرد. در پایان، ضمن تقدیر از خدمات مسعود حولکی، «علیرضا عزیزالهی» به عنوان رئیس منطقه غرب تهران بانک اقتصادنوین معرفی شد.
